date,declination,declination_sv,declination_uncertainty,elevation,horintensity,horintensity_sv,horintensity_uncertainty,inclination,inclination_sv,inclination_uncertainty,latitude,longitude,totalintensity,totalintensity_sv,totalintensity_uncertainty,xcomponent,xcomponent_sv,xcomponent_uncertainty,ycomponent,ycomponent_sv,ycomponent_uncertainty,zcomponent,zcomponent_sv,zcomponent_uncertainty
2020.27322,-14.71619,0.08991,0.36,400,23121.8,38,128,43.50568,-0.20606,0.21,25.60059,-49.72776,31878.6,-56.4,145,22363.3,46,131,-5873.7,25.4,94,21946.1,-122,157
2020.27322,-14.71663,0.09012,0.36,400,23155.7,38,128,43.25901,-0.20733,0.21,25.45978,-49.59254,31795.8,-56.1,145,22396.1,46,131,-5882.5,25.6,94,21789.6,-122.3,157
2020.27322,-14.71716,0.09034,0.36,400,23189.4,37.9,128,43.01094,-0.2086,0.21,25.31882,-49.45767,31713.2,-55.9,145,22428.6,45.9,131,-5891.2,25.7,94,21632.8,-122.6,157
2020.27322,-14.7178,0.09056,0.36,400,23222.8,37.8,128,42.76147,-0.20989,0.21,25.17772,-49.32315,31630.7,-55.7,145,22460.9,45.9,131,-5900,25.9,94,21475.6,-122.9,157
2020.27322,-14.71853,0.09078,0.36,400,23256,37.7,128,42.51058,-0.21118,0.21,25.03648,-49.18896,31548.4,-55.4,145,22492.8,45.8,131,-5908.7,26.1,94,21318.1,-123.2,157
2020.27322,-14.71936,0.091,0.35,400,23288.8,37.6,128,42.25826,-0.21247,0.21,24.89509,-49.05512,31466.2,-55.2,145,22524.5,45.8,131,-5917.3,26.2,94,21160.2,-123.5,157
2020.27322,-14.72029,0.09123,0.35,400,23321.4,37.5,128,42.00451,-0.21377,0.21,24.75356,-48.92161,31384.2,-54.9,145,22555.9,45.7,131,-5926,26.4,94,21002,-123.8,157
2020.27322,-14.72132,0.09146,0.35,400,23353.7,37.4,128,41.74932,-0.21508,0.21,24.61189,-48.78843,31302.5,-54.7,145,22587.1,45.7,131,-5934.6,26.5,94,20843.5,-124.1,157
2020.27322,-14.72286,0.09176,0.35,400,23396.3,37.3,128,41.4068,-0.21684,0.21,24.42277,-48.61138,31193.7,-54.4,145,22628.1,45.6,131,-5946,26.8,94,20631.5,-124.5,157
2020.27322,-14.72413,0.092,0.35,400,23427.9,37.2,128,41.14821,-0.21816,0.21,24.28078,-48.47898,31112.3,-54.1,145,22658.5,45.5,131,-5954.6,26.9,94,20472.2,-124.8,157
2020.27322,-14.72552,0.09224,0.35,400,23459.2,37.1,128,40.88815,-0.21949,0.21,24.13865,-48.3469,31031.2,-53.9,145,22688.7,45.5,131,-5963.1,27.1,94,20312.5,-125.1,157
2020.27322,-14.727,0.09248,0.35,400,23490.2,37,128,40.62661,-0.22083,0.21,23.99638,-48.21514,30950.2,-53.6,145,22718.5,45.4,131,-5971.5,27.3,94,20152.5,-125.4,157
2020.27322,-14.7286,0.09272,0.35,400,23521,36.9,128,40.36359,-0.22217,0.21,23.85398,-48.0837,30869.4,-53.3,145,22748.1,45.3,131,-5980,27.4,94,19992.1,-125.8,157
2020.27322,-14.73031,0.09297,0.35,400,23551.4,36.8,128,40.09908,-0.22352,0.21,23.71145,-47.95258,30788.9,-53.1,145,22777.3,45.3,131,-5988.4,27.6,94,19831.5,-126.1,157
2020.27322,-14.73212,0.09321,0.35,400,23581.5,36.6,128,39.83307,-0.22488,0.21,23.56878,-47.82177,30708.5,-52.8,145,22806.2,45.2,131,-5996.8,27.8,94,19670.4,-126.4,157
2020.27322,-14.73404,0.09347,0.35,400,23611.3,36.5,128,39.56555,-0.22624,0.21,23.42598,-47.69128,30628.3,-52.6,145,22834.9,45.1,131,-6005.1,28,94,19509,-126.7,157
2020.27322,-14.73678,0.0938,0.35,400,23650.5,36.3,128,39.2065,-0.22806,0.21,23.23539,-47.51777,30521.8,-52.2,145,22872.5,45,131,-6016.2,28.2,94,19293.4,-127.1,157
2020.27322,-14.73896,0.09406,0.35,400,23679.6,36.2,128,38.93544,-0.22943,0.21,23.09229,-47.38799,30442.1,-51.9,145,22900.4,44.9,131,-6024.4,28.4,94,19131.2,-127.5,157
2020.27322,-14.74125,0.09432,0.35,400,23708.3,36.1,128,38.66285,-0.23081,0.21,22.94907,-47.25852,30362.7,-51.7,145,22927.9,44.8,131,-6032.7,28.6,94,18968.7,-127.8,157
2020.27322,-14.74365,0.09459,0.35,400,23736.7,35.9,128,38.38872,-0.23219,0.21,22.80572,-47.12935,30283.5,-51.4,145,22955.1,44.7,131,-6040.9,28.8,94,18805.9,-128.1,157
2020.27322,-14.74616,0.09486,0.35,400,23764.8,35.8,128,38.11306,-0.23358,0.21,22.66225,-47.00049,30204.5,-51.1,145,22982,44.6,131,-6049,28.9,94,18642.7,-128.4,157
2020.27322,-14.74878,0.09512,0.35,400,23792.5,35.6,128,37.83584,-0.23497,0.21,22.51865,-46.87191,30125.8,-50.8,145,23008.6,44.5,131,-6057.1,29.1,94,18479.2,-128.8,157
2020.27322,-14.75152,0.0954,0.35,400,23819.9,35.5,128,37.55707,-0.23636,0.21,22.37493,-46.74363,30047.3,-50.6,145,23034.8,44.4,131,-6065.2,29.3,94,18315.4,-129.1,157
2020.27322,-14.75533,0.09577,0.35,400,23855.9,35.3,128,37.18295,-0.23823,0.21,22.18312,-46.57305,29943,-50.2,145,23069.1,44.3,131,-6075.9,29.6,94,18096.4,-129.5,157
2020.27322,-14.75832,0.09605,0.35,400,23882.4,35.1,128,36.90053,-0.23963,0.21,22.03912,-46.44545,29865,-49.9,145,23094.5,44.1,131,-6083.9,29.8,94,17931.8,-129.8,157
2020.27322,-14.76143,0.09633,0.35,400,23908.7,34.9,128,36.61654,-0.24104,0.21,21.895,-46.31813,29787.3,-49.6,145,23119.6,44,131,-6091.8,30,94,17766.9,-130.2,157
2020.27322,-14.76464,0.09662,0.35,400,23934.5,34.8,128,36.33097,-0.24245,0.21,21.75077,-46.1911,29709.9,-49.3,145,23144.2,43.9,131,-6099.7,30.2,94,17601.6,-130.5,157
2020.27322,-14.76796,0.09691,0.35,400,23960,34.6,128,36.04382,-0.24387,0.21,21.60642,-46.06435,29632.7,-49,145,23168.5,43.8,131,-6107.5,30.4,94,17436,-130.8,157
2020.27322,-14.77139,0.0972,0.35,400,23985.2,34.4,128,35.75508,-0.24528,0.21,21.46195,-45.93788,29555.8,-48.7,145,23192.5,43.6,131,-6115.3,30.6,94,17270.1,-131.2,157
2020.27322,-14.77493,0.09749,0.35,400,24009.9,34.2,128,35.46475,-0.2467,0.21,21.31737,-45.81169,29479.1,-48.4,145,23216,43.5,131,-6123.1,30.8,94,17103.8,-131.5,157
2020.27322,-14.77858,0.09779,0.35,400,24034.3,34,128,35.17283,-0.24812,0.21,21.17268,-45.68577,29402.7,-48.1,145,23239.2,43.3,131,-6130.8,31,94,16937.3,-131.8,157
2020.27322,-14.78361,0.09819,0.35,400,24066.2,33.7,128,34.78111,-0.25002,0.21,20.97959,-45.5183,29301.3,-47.7,145,23269.6,43.2,131,-6141,31.3,94,16714.7,-132.2,157
2020.27322,-14.78751,0.0985,0.35,400,24089.7,33.5,128,34.48545,-0.25145,0.21,20.83463,-45.39301,29225.5,-47.4,145,23291.8,43,131,-6148.5,31.5,94,16547.4,-132.6,157
2020.27322,-14.79151,0.09881,0.35,400,24112.8,33.3,128,34.18818,-0.25288,0.21,20.68957,-45.26799,29150,-47.1,145,23313.7,42.8,131,-6156.1,31.7,94,16379.8,-132.9,157
2020.27322,-14.79562,0.09912,0.35,400,24135.5,33.1,128,33.88931,-0.25431,0.21,20.5444,-45.14323,29074.8,-46.8,145,23335.2,42.7,131,-6163.5,31.9,94,16211.8,-133.2,157
2020.27322,-14.79984,0.09944,0.35,400,24157.8,32.9,128,33.58882,-0.25574,0.21,20.39913,-45.01873,28999.9,-46.5,145,23356.3,42.5,131,-6170.9,32.1,94,16043.6,-133.5,157
2020.27322,-14.80416,0.09976,0.35,400,24179.7,32.7,128,33.28671,-0.25717,0.21,20.25374,-44.89449,28925.3,-46.1,145,23377,42.3,131,-6178.3,32.4,94,15875.1,-133.9,157
2020.27322,-14.80858,0.10008,0.35,400,24201.2,32.4,128,32.983,-0.25861,0.21,20.10825,-44.77051,28851,-45.8,145,23397.3,42.2,131,-6185.6,32.6,94,15706.2,-134.2,157
2020.27322,-14.8131,0.1004,0.35,400,24222.2,32.2,128,32.67766,-0.26004,0.21,19.96266,-44.64679,28777,-45.5,145,23417.2,42,131,-6192.8,32.8,94,15537,-134.5,157
2020.27322,-14.8193,0.10084,0.35,400,24249.6,31.9,128,32.26803,-0.26195,0.21,19.76838,-44.48221,28678.8,-45.1,145,23443,41.8,131,-6202.4,33.1,94,15311,-134.9,157
2020.27322,-14.82406,0.10117,0.35,400,24269.7,31.7,128,31.95891,-0.26338,0.21,19.62255,-44.35908,28605.5,-44.7,145,23461.9,41.6,131,-6209.4,33.3,94,15141.2,-135.2,157
2020.27322,-14.82892,0.10151,0.35,400,24289.3,31.4,128,31.64817,-0.26481,0.21,19.47662,-44.23618,28532.5,-44.4,145,23480.3,41.4,131,-6216.4,33.6,94,14971,-135.6,157
2020.27322,-14.83387,0.10184,0.35,400,24308.5,31.1,128,31.33581,-0.26624,0.21,19.33059,-44.11353,28459.8,-44.1,145,23498.3,41.2,131,-6223.4,33.8,94,14800.6,-135.9,157
2020.27322,-14.83893,0.10218,0.35,400,24327.2,30.9,128,31.02183,-0.26767,0.21,19.18446,-43.99113,28387.5,-43.7,145,23515.9,41,131,-6230.3,34,94,14629.9,-136.2,157
2020.27322,-14.84409,0.10253,0.35,400,24345.5,30.6,128,30.70623,-0.2691,0.21,19.03823,-43.86897,28315.4,-43.4,145,23533,40.8,131,-6237.1,34.3,94,14458.9,-136.5,157
2020.27322,-14.84933,0.10287,0.35,400,24363.3,30.3,128,30.389,-0.27053,0.21,18.8919,-43.74704,28243.7,-43,145,23549.7,40.5,131,-6243.8,34.5,94,14287.6,-136.8,157
2020.27322,-14.85648,0.10334,0.35,400,24386.4,30,128,29.96352,-0.27243,0.21,18.69665,-43.58484,28148.7,-42.6,145,23571.2,40.3,131,-6252.6,34.8,94,14058.8,-137.2,157
2020.27322,-14.86195,0.1037,0.35,400,24403.2,29.7,128,29.64252,-0.27385,0.21,18.55011,-43.46346,28077.7,-42.2,145,23586.8,40,131,-6259.2,35.1,94,13886.9,-137.5,157
2020.27322,-14.86751,0.10405,0.35,400,24419.4,29.4,128,29.3199,-0.27526,0.21,18.40347,-43.34232,28007.2,-41.8,145,23601.9,39.8,131,-6265.7,35.3,94,13714.7,-137.8,157
2020.27322,-14.87316,0.10441,0.35,400,24435.2,29.1,128,28.99567,-0.27668,0.21,18.25674,-43.2214,27936.9,-41.5,145,23616.6,39.6,131,-6272,35.6,94,13542.3,-138.1,157
2020.27322,-14.87891,0.10477,0.35,400,24450.5,28.8,128,28.66984,-0.27809,0.21,18.10991,-43.10071,27867.1,-41.1,145,23630.7,39.3,131,-6278.3,35.8,94,13369.6,-138.4,157
2020.27322,-14.88474,0.10514,0.35,400,24465.4,28.5,128,28.34239,-0.2795,0.21,17.963,-42.98024,27797.6,-40.8,145,23644.4,39.1,131,-6284.6,36.1,94,13196.6,-138.7,157
2020.27322,-14.89066,0.10551,0.35,400,24479.7,28.2,128,28.01334,-0.2809,0.21,17.81599,-42.86,27728.4,-40.4,145,23657.6,38.8,131,-6290.7,36.3,94,13023.4,-139,157
2020.27322,-14.89667,0.10588,0.35,400,24493.5,27.9,128,27.68269,-0.28229,0.21,17.6689,-42.73997,27659.6,-40,145,23670.3,38.6,131,-6296.7,36.6,94,12850,-139.3,157
2020.27322,-14.90481,0.10638,0.35,400,24511.2,27.4,128,27.23934,-0.28415,0.21,17.47264,-42.58028,27568.5,-39.5,145,23686.5,38.2,131,-6304.6,36.9,94,12618.3,-139.6,157
2020.27322,-14.91102,0.10676,0.35,400,24523.8,27.1,128,26.90498,-0.28554,0.21,17.32534,-42.46076,27500.5,-39.1,145,23698,38,131,-6310.4,37.2,94,12444.3,-139.9,157
2020.27322,-14.91731,0.10714,0.35,400,24536,26.8,128,26.56903,-0.28691,0.21,17.17796,-42.34145,27433,-38.8,145,23709,37.7,131,-6316.2,37.4,94,12270.1,-140.2,157
2020.27322,-14.92369,0.10752,0.35,400,24547.6,26.4,128,26.23151,-0.28829,0.21,17.03049,-42.22235,27365.8,-38.4,145,23719.6,37.4,131,-6321.8,37.7,94,12095.7,-140.5,157
2020.27322,-14.93014,0.1079,0.35,400,24558.6,26.1,128,25.89241,-0.28965,0.21,16.88294,-42.10347,27299,-38,145,23729.5,37.1,131,-6327.3,38,94,11921,-140.7,157
2020.27322,-14.93668,0.10829,0.35,400,24569.2,25.8,128,25.55175,-0.29101,0.21,16.73531,-41.98479,27232.6,-37.6,145,23739,36.8,131,-6332.7,38.2,94,11746.1,-141,157
2020.27322,-14.9433,0.10868,0.35,400,24579.2,25.4,128,25.20953,-0.29237,0.21,16.58759,-41.86631,27166.6,-37.2,145,23747.9,36.6,131,-6338.1,38.5,94,11571.1,-141.3,157
2020.27322,-14.95,0.10908,0.35,400,24588.6,25,128,24.86575,-0.29371,0.21,16.4398,-41.74804,27101,-36.8,145,23756.3,36.3,131,-6343.3,38.8,94,11395.8,-141.5,157
2020.27322,-14.95905,0.1096,0.35,400,24600.4,24.5,128,24.40499,-0.29549,0.21,16.24261,-41.59065,27014.2,-36.3,145,23766.7,35.9,131,-6350.1,39.1,94,11161.8,-141.9,157
2020.27322,-14.96593,0.11,0.35,400,24608.6,24.2,128,24.05764,-0.29681,0.21,16.09463,-41.47284,26949.5,-35.9,145,23773.8,35.6,131,-6355,39.4,94,10986.1,-142.1,157
2020.27322,-14.97288,0.1104,0.35,400,24616.2,23.8,128,23.70876,-0.29813,0.21,15.94657,-41.35522,26885.3,-35.4,145,23780.4,35.2,131,-6359.9,39.7,94,10810.2,-142.3,157
2020.27322,-14.97991,0.11081,0.35,400,24623.2,23.4,128,23.35836,-0.29944,0.21,15.79843,-41.2378,26821.4,-35,145,23786.5,34.9,131,-6364.6,39.9,94,10634.2,-142.6,157
2020.27322,-14.98701,0.11121,0.35,400,24629.7,23,128,23.00647,-0.30073,0.21,15.65022,-41.12057,26758,-34.6,145,23791.9,34.6,131,-6369.2,40.2,94,10458,-142.8,157
2020.27322,-14.99419,0.11162,0.35,400,24635.6,22.6,128,22.65307,-0.30202,0.21,15.50193,-41.00353,26695,-34.2,145,23796.8,34.3,131,-6373.8,40.5,94,10281.6,-143,157
2020.27322,-15.00144,0.11203,0.35,400,24640.9,22.2,128,22.29821,-0.30329,0.21,15.35357,-40.88667,26632.5,-33.8,145,23801.2,33.9,131,-6378.1,40.8,94,10105.1,-143.3,157
2020.27322,-15.01122,0.11258,0.35,400,24647.1,21.7,128,21.82276,-0.30498,0.21,15.15564,-40.73116,26549.7,-33.2,145,23806,33.5,131,-6383.8,41.2,94,9869.5,-143.5,157
2020.27322,-15.01863,0.113,0.35,400,24651.1,21.3,128,21.46447,-0.30623,0.21,15.0071,-40.61473,26488.2,-32.8,145,23809,33.2,131,-6387.9,41.4,94,9692.7,-143.8,157
2020.27322,-15.02612,0.11341,0.35,400,24654.4,20.9,128,21.10475,-0.30747,0.21,14.8585,-40.49849,26427.1,-32.4,145,23811.4,32.8,131,-6391.9,41.7,94,9515.7,-144,157
2020.27322,-15.03367,0.11383,0.35,400,24657.2,20.5,128,20.74359,-0.30869,0.21,14.70982,-40.38242,26366.4,-31.9,145,23813.2,32.5,131,-6395.7,42,94,9338.6,-144.2,157
2020.27322,-15.0413,0.11425,0.35,400,24659.3,20,128,20.38102,-0.3099,0.21,14.56108,-40.26653,26306.2,-31.5,145,23814.5,32.1,131,-6399.5,42.3,94,9161.4,-144.3,157
2020.27322,-15.04899,0.11468,0.35,400,24660.9,19.6,128,20.01704,-0.3111,0.21,14.41226,-40.15081,26246.4,-31.1,145,23815.1,31.7,131,-6403.1,42.6,94,8984.1,-144.5,157
2020.27322,-15.05675,0.1151,0.35,400,24661.8,19.2,128,19.65168,-0.31229,0.21,14.26338,-40.03527,26187.1,-30.6,145,23815.1,31.4,131,-6406.5,42.9,94,8806.7,-144.7,157
2020.27322,-15.06458,0.11553,0.35,400,24662.1,18.7,128,19.28495,-0.31346,0.21,14.11443,-39.91989,26128.2,-30.2,145,23814.5,31,131,-6409.9,43.2,94,8629.3,-144.9,157
2020.27322,-15.07512,0.1161,0.35,400,24661.5,18.1,128,18.79385,-0.315,0.21,13.91572,-39.76632,26050.4,-29.6,145,23812.8,30.5,131,-6414.1,43.5,94,8392.5,-145.1,157
2020.27322,-15.08311,0.11653,0.35,400,24660.4,17.7,128,18.42397,-0.31614,0.21,13.76662,-39.65134,25992.7,-29.1,145,23810.8,30.1,131,-6417.1,43.8,94,8214.9,-145.3,157
2020.27322,-15.09116,0.11696,0.35,400,24658.6,17.2,128,18.05278,-0.31727,0.21,13.61745,-39.53652,25935.3,-28.7,145,23808.2,29.7,131,-6420,44.1,94,8037.2,-145.4,157
2020.27322,-15.09927,0.1174,0.35,400,24656.2,16.8,128,17.68027,-0.31837,0.21,13.46822,-39.42186,25878.5,-28.2,145,23804.9,29.4,131,-6422.7,44.4,94,7859.4,-145.6,157
2020.27322,-15.10745,0.11783,0.35,400,24653.1,16.3,128,17.30648,-0.31947,0.21,13.31892,-39.30736,25822.1,-27.8,145,23801.1,29,131,-6425.3,44.7,94,7681.6,-145.7,157
2020.27322,-15.11569,0.11827,0.35,400,24649.4,15.8,128,16.93143,-0.32054,0.21,13.16956,-39.19302,25766.3,-27.3,145,23796.6,28.6,131,-6427.8,45,94,7503.8,-145.9,157
2020.27322,-15.124,0.1187,0.35,400,24645,15.4,128,16.55512,-0.3216,0.21,13.02014,-39.07883,25710.9,-26.9,145,23791.4,28.2,131,-6430.1,45.3,94,7326,-146,157
2020.27322,-15.13237,0.11914,0.35,400,24640,14.9,128,16.17758,-0.32264,0.21,12.87066,-38.9648,25655.9,-26.4,145,23785.7,27.8,131,-6432.3,45.6,94,7148.1,-146.1,157
2020.27322,-15.14364,0.11973,0.35,400,24632.4,14.3,128,15.67232,-0.32401,0.21,12.67126,-38.813,25583.5,-25.8,145,23777,27.2,131,-6434.9,46,94,6911,-146.3,157
2020.27322,-15.15216,0.12017,0.35,400,24625.8,13.8,128,15.29198,-0.32501,0.21,12.52164,-38.69932,25529.7,-25.3,145,23769.7,26.8,131,-6436.8,46.3,94,6733.2,-146.4,157
2020.27322,-15.16074,0.12061,0.35,400,24618.6,13.3,128,14.91048,-0.32599,0.21,12.37197,-38.58578,25476.4,-24.8,145,23761.8,26.4,131,-6438.5,46.5,94,6555.3,-146.5,157
2020.27322,-15.16939,0.12106,0.35,400,24610.8,12.8,128,14.52784,-0.32696,0.21,12.22224,-38.4724,25423.7,-24.4,145,23753.2,26,131,-6440,46.8,94,6377.5,-146.6,157
2020.27322,-15.1781,0.1215,0.35,400,24602.2,12.3,128,14.14407,-0.3279,0.21,12.07245,-38.35916,25371.4,-23.9,145,23744,25.5,131,-6441.4,47.1,94,6199.8,-146.6,157
2020.27322,-15.18688,0.12195,0.35,400,24593,11.8,128,13.7592,-0.32883,0.21,11.9226,-38.24605,25319.6,-23.4,145,23734.2,25.1,131,-6442.6,47.4,94,6022.1,-146.7,157
2020.27322,-15.19572,0.12239,0.35,400,24583.2,11.3,128,13.37326,-0.32973,0.21,11.7727,-38.13309,25268.3,-23,145,23723.6,24.7,131,-6443.7,47.7,94,5844.4,-146.8,157
2020.27322,-15.20761,0.12299,0.35,400,24568.9,10.6,128,12.85702,-0.33091,0.21,11.57275,-37.98269,25200.8,-22.3,145,23708.6,24.1,131,-6444.9,48.1,94,5607.6,-146.9,157
2020.27322,-15.2166,0.12344,0.35,400,24557.5,10.1,128,12.46865,-0.33177,0.21,11.42273,-37.87005,25150.7,-21.8,145,23696.5,23.6,131,-6445.6,48.4,94,5430.2,-146.9,157
2020.27322,-15.22565,0.12389,0.35,400,24545.3,9.6,128,12.07927,-0.33261,0.21,11.27266,-37.75754,25101.1,-21.4,145,23683.8,23.2,131,-6446.1,48.7,94,5252.8,-147,157
2020.27322,-15.23477,0.12433,0.35,400,24532.5,9.1,128,11.68891,-0.33343,0.21,11.12253,-37.64516,25052.1,-20.9,145,23670.4,22.8,131,-6446.5,49,94,5075.5,-147,157
2020.27322,-15.24396,0.12478,0.35,400,24519,8.6,128,11.2976,-0.33423,0.21,10.97235,-37.53291,25003.5,-20.4,145,23656.3,22.3,131,-6446.8,49.3,94,4898.3,-147,157
2020.27322,-15.25321,0.12523,0.35,400,24504.8,8,128,10.90536,-0.335,0.21,10.82212,-37.42079,24955.5,-19.9,145,23641.6,21.8,131,-6446.9,49.6,94,4721.3,-147,157
2020.27322,-15.26252,0.12568,0.35,400,24489.9,7.5,128,10.51222,-0.33576,0.21,10.67185,-37.3088,24908,-19.4,145,23626.2,21.4,131,-6446.8,49.8,94,4544.3,-147.1,157
2020.27322,-15.27191,0.12613,0.35,400,24474.4,7,128,10.1182,-0.33649,0.21,10.52152,-37.19693,24861,-19,145,23610.1,20.9,131,-6446.5,50.1,94,4367.6,-147.1,157
2020.27322,-15.28452,0.12673,0.35,400,24452.5,6.3,128,9.59152,-0.33743,0.21,10.32102,-37.04796,24799.2,-18.3,145,23587.6,20.3,131,-6446,50.5,94,4132.1,-147.1,157
2020.27322,-15.29406,0.12718,0.35,400,24435.3,5.7,128,9.19555,-0.33811,0.21,10.17058,-36.93637,24753.4,-17.8,145,23570,19.8,131,-6445.4,50.8,94,3955.7,-147,157
2020.27322,-15.30367,0.12763,0.35,400,24417.4,5.2,128,8.79879,-0.33876,0.21,10.0201,-36.8249,24708.2,-17.3,145,23551.6,19.4,131,-6444.6,51.1,94,3779.5,-147,157
2020.27322,-15.31335,0.12808,0.35,400,24398.9,4.7,128,8.40127,-0.33939,0.21,9.86958,-36.71355,24663.5,-16.9,145,23532.6,18.9,131,-6443.7,51.4,94,3603.5,-147,157
2020.27322,-15.3231,0.12853,0.35,400,24379.6,4.1,128,8.00301,-0.34,0.21,9.71901,-36.60231,24619.4,-16.4,145,23512.9,18.4,131,-6442.6,51.7,94,3427.6,-147,157
2020.27322,-15.33291,0.12898,0.35,400,24359.6,3.6,128,7.60405,-0.34059,0.21,9.5684,-36.49118,24575.7,-15.9,145,23492.5,18,131,-6441.3,51.9,94,3252,-146.9,157
2020.27322,-15.3428,0.12943,0.35,400,24338.9,3,128,7.20441,-0.34115,0.21,9.41774,-36.38017,24532.6,-15.4,145,23471.5,17.5,131,-6439.9,52.2,94,3076.6,-146.9,157
2020.27322,-15.35276,0.12988,0.35,400,24317.6,2.5,128,6.80411,-0.34169,0.21,9.26705,-36.26926,24490,-14.9,145,23449.8,17,131,-6438.3,52.5,94,2901.5,-146.8,157
2020.27322,-15.36616,0.13048,0.35,400,24288,1.8,128,6.26942,-0.34237,0.21,9.06606,-36.12155,24434.1,-14.3,145,23419.7,16.4,131,-6436,52.9,94,2668.3,-146.7,157
2020.27322,-15.3763,0.13093,0.35,400,24265,1.2,128,5.86772,-0.34285,0.21,8.91526,-36.01089,24392.8,-13.8,145,23396.4,15.9,131,-6434,53.1,94,2493.7,-146.6,157
2020.27322,-15.38651,0.13137,0.35,400,24241.3,0.7,128,5.46547,-0.34331,0.21,8.76443,-35.90033,24352,-13.3,145,23372.4,15.4,131,-6431.9,53.4,94,2319.4,-146.5,157
2020.27322,-15.39679,0.13182,0.35,400,24216.9,0.1,128,5.06269,-0.34374,0.21,8.61356,-35.78988,24311.7,-12.8,145,23347.7,14.9,131,-6429.6,53.7,94,2145.4,-146.4,157
2020.27322,-15.40716,0.13227,0.35,400,24191.8,-0.5,128,4.65941,-0.34414,0.21,8.46266,-35.67952,24272,-12.3,145,23322.4,14.4,131,-6427.2,54,94,1971.7,-146.3,157
2020.27322,-15.4176,0.13271,0.35,400,24166,-1,128,4.25568,-0.34453,0.21,8.31171,-35.56927,24232.8,-11.9,145,23296.3,13.9,131,-6424.6,54.2,94,1798.2,-146.2,157
2020.27322,-15.42813,0.13316,0.35,400,24139.5,-1.6,128,3.8515,-0.34488,0.21,8.16073,-35.4591,24194.1,-11.4,145,23269.6,13.4,131,-6421.8,54.5,94,1625.1,-146.1,157
2020.27322,-15.43873,0.1336,0.35,400,24112.3,-2.1,128,3.44693,-0.34521,0.21,8.00971,-35.34903,24156,-10.9,145,23242.2,12.9,131,-6418.9,54.8,94,1452.4,-145.9,157
2020.27322,-15.453,0.13419,0.35,400,24075,-2.9,128,2.90692,-0.34562,0.21,7.8083,-35.20241,24106,-10.3,145,23204.6,12.3,131,-6414.7,55.1,94,1222.5,-145.7,157
2020.27322,-15.4638,0.13463,0.35,400,24046.1,-3.4,128,2.50152,-0.34589,0.21,7.6572,-35.09256,24069.1,-9.8,145,23175.7,11.8,131,-6411.4,55.4,94,1050.5,-145.6,157
2020.27322,-15.47469,0.13507,0.35,400,24016.6,-4,128,2.09582,-0.34614,0.21,7.50607,-34.98278,24032.7,-9.3,145,23146,11.3,131,-6407.9,55.6,94,878.9,-145.4,157
2020.27322,-15.48566,0.13551,0.35,400,23986.5,-4.6,128,1.68986,-0.34636,0.21,7.35491,-34.8731,23996.9,-8.8,145,23115.7,10.8,131,-6404.3,55.9,94,707.7,-145.3,157
2020.27322,-15.49673,0.13594,0.35,400,23955.6,-5.1,128,1.28365,-0.34655,0.21,7.20371,-34.7635,23961.6,-8.4,145,23084.7,10.3,131,-6400.5,56.1,94,536.8,-145.1,157
2020.27322,-15.50788,0.13638,0.35,400,23924,-5.7,128,0.87724,-0.34672,0.21,7.05248,-34.65398,23926.8,-7.9,145,23053,9.8,131,-6396.6,56.4,94,366.3,-144.9,157
2020.27322,-15.51912,0.13681,0.35,400,23891.8,-6.2,128,0.47066,-0.34687,0.21,6.90123,-34.54455,23892.6,-7.4,145,23020.7,9.3,131,-6392.5,56.6,94,196.3,-144.7,157
2020.27322,-15.53046,0.13725,0.35,400,23858.8,-6.8,128,0.06393,-0.34699,0.21,6.74994,-34.43519,23858.9,-7,145,22987.7,8.7,131,-6388.2,56.9,94,26.6,-144.5,157
2020.27322,-15.54573,0.13782,0.35,400,23813.9,-7.6,128,-0.47854,-0.34711,0.21,6.54818,-34.2895,23814.7,-6.3,145,22942.7,8.1,131,-6382.3,57.2,94,-198.9,-144.2,157
2020.27322,-15.55729,0.13825,0.35,400,23779.4,-8.1,128,-0.88548,-0.34717,0.21,6.39682,-34.18032,23782.2,-5.9,145,22908.2,7.6,131,-6377.7,57.5,94,-367.5,-144,157
2020.27322,-15.56895,0.13868,0.35,400,23744.2,-8.7,128,-1.29245,-0.3472,0.21,6.24544,-34.07121,23750.2,-5.4,145,22873,7.1,131,-6372.9,57.7,94,-535.7,-143.8,157
2020.27322,-15.58071,0.1391,0.35,400,23708.4,-9.2,128,-1.69943,-0.34721,0.21,6.09403,-33.96218,23718.8,-5,145,22837.1,6.6,131,-6368,57.9,94,-703.4,-143.5,157
2020.27322,-15.59258,0.13952,0.35,400,23671.8,-9.8,128,-2.10638,-0.34719,0.21,5.94259,-33.85321,23687.8,-4.5,145,22800.7,6.1,131,-6362.9,58.2,94,-870.6,-143.3,157
2020.27322,-15.60455,0.13994,0.35,400,23634.7,-10.4,128,-2.51327,-0.34715,0.21,5.79113,-33.74431,23657.4,-4.1,145,22763.5,5.6,131,-6357.6,58.4,94,-1037.4,-143,157
2020.27322,-15.61662,0.14036,0.35,400,23596.8,-10.9,128,-2.92007,-0.34709,0.21,5.63965,-33.63548,23627.5,-3.6,145,22725.7,5,131,-6352.2,58.6,94,-1203.7,-142.8,157
