Date;time;magx;magy;magz;lat;long;gpitch;groll;gyaw
09/04/2020;22:28:40;0,530027322;-29,99813961;-17,25075531;15,14275169;24,79358864;8,91494049;34,03970256;336,5188649
09/04/2020;22:28:43;0,378110628;-29,89054022;-17,55744934;15,17818642;24,77529526;16,33351972;81,63824587;12,38865432
09/04/2020;22:28:46;0,226193534;-29,78294425;-17,67990112;15,28847408;24,51709175;355,431803;125,4161248;42,25933321
09/04/2020;22:28:49;0,074276706;-29,67535511;-17,84952354;15,40871906;24,75496483;320,7559187;161,4353733;52,74569532
09/04/2020;22:28:53;-0,077639161;-29,56776597;-18,0491333;15,40430355;25,04043579;291,5838529;234,5557212;14,29604612
09/04/2020;22:28:56;-0,2295534;-29,46017683;-18,08412743;15,35173988;25,19912148;312,8835041;326,7783594;315,275795
09/04/2020;22:28:59;-0,381465318;-29,35258769;-18,13131714;15,37189293;25,15334702;348,55763;4,68033078;319,9033267
09/04/2020;22:29:02;-0,584009882;-29,2091264;-18,29340172;15,20917892;24,94631767;14,13847707;45,35479201;345,4422031
09/04/2020;22:29:05;-0,735913823;-29,10152702;-18,36868668;15,10207653;24,90948105;13,75827459;94,71997058;22,69773631
09/04/2020;22:29:08;-0,887813281;-28,99391739;-18,47716522;14,93624687;24,91864014;347,4128382;135,3455806;47,67784863
09/04/2020;22:29:11;-1,03970751;-28,88630092;-18,35135651;14,88572979;24,97563553;311,3594328;173,7149606;51,25324434
09/04/2020;22:29:15;-1,19159587;-28,77867422;-17,94630814;15,23902702;25,25609779;291,5425507;269,4883139;348,2309839
09/04/2020;22:29:18;-1,343477719;-28,67103727;-18,32573128;15,3019352;25,80720901;322,3243316;338,4971865;313,9082477
09/04/2020;22:29:21;-1,495352311;-28,56338153;-18,75025558;15,24271488;26,01713181;356,8068193;14,49638325;325,3155515
09/04/2020;22:29:24;-1,647219006;-28,45571385;-19,52186012;15,21657944;25,79110527;17,06557257;58,1559872;355,7939358
09/04/2020;22:29:27;-1,849694628;-28,3121279;-19,53671455;15,01761436;25,83320808;8,779336475;105,9362682;32,05144474
09/04/2020;22:29:30;-2,001540406;-28,20441582;-19,46550369;14,86150265;25,67547226;339,0856568;142,9649571;52,17254341
09/04/2020;22:29:33;-2,153375938;-28,09668154;-19,74627686;14,84823322;25,69506836;303,2279901;185,7783487;48,23261709
09/04/2020;22:29:36;-2,305200584;-27,98892506;-19,77466965;14,7597456;25,71648598;295,9897279;295,0075603;331,2299045
09/04/2020;22:29:40;-2,457013918;-27,88114467;-19,80717659;14,73410416;25,61798286;330,741867;346,9128905;314,970786
09/04/2020;22:29:43;-2,608815086;-27,77333697;-20,06713295;14,78243256;25,78725815;3,504408486;22,962442;331,0838648
09/04/2020;22:29:46;-2,760603447;-27,66550194;-20,22255516;14,6731596;25,98669434;17,99564284;69,44385835;5,057631283
09/04/2020;22:29:49;-2,912378148;-27,55763618;-20,19246101;14,64491081;26,23871994;2,933782467;116,1202237;38,4873305
09/04/2020;22:29:52;-3,114722502;-27,41376678;-20,18816948;14,67596722;26,25487518;330,0414994;152,5230965;53,88971785
09/04/2020;22:29:55;-3,266463052;-27,30582589;-20,37753677;14,65032768;26,21397972;296,0364805;206,9113228;35,38279437
09/04/2020;22:29:58;-3,41818802;-27,19784913;-20,55455399;14,51676464;26,42741776;304,9270065;313,6733199;320,807169
09/04/2020;22:30:02;-3,569896554;-27,08983481;-20,69155502;14,56061935;26,76446724;341,7357907;356,747414;317,5788016
09/04/2020;22:30:05;-3,721587798;-26,98178122;-20,82547569;14,35961914;26,5585289;10,9373484;36,24955562;339,605605
09/04/2020;22:30:08;-3,87326154;-26,87368836;-21,03163528;14,26944828;26,57876778;16,30150662;85,54286694;16,21501594
09/04/2020;22:30:11;-4,075463741;-26,72949794;-21,06280899;14,39238834;26,74440956;353,6321024;128,7070465;44,46258148
09/04/2020;22:30:14;-4,227093087;-26,62130433;-21,19695854;14,59941196;26,70661736;318,3573441;165,5378581;52,49566941
09/04/2020;22:30:17;-4,378702796;-26,51306291;-21,32326889;14,56551266;27,09887123;291,3886393;245,3069307;6,194237087
09/04/2020;22:30:20;-4,53029116;-26,40477367;-21,55147743;14,38693428;27,02116394;316,1529381;329,9748026;313,8830989
09/04/2020;22:30:24;-4,681858181;-26,29643492;-21,36527824;14,27894878;27,01670837;351,9567658;6,969104546;320,0021697
09/04/2020;22:30:27;-4,83340343;-26,18804494;-21,48794174;14,06621838;27,20921898;16,12479085;48,83636141;346,8563741
09/04/2020;22:30:30;-4,984925627;-26,07960202;-21,59416962;13,84565449;27,06299973;13,21172541;98,65702822;24,03090215
09/04/2020;22:30:33;-5,136424345;-25,97110447;-21,49880219;13,74394035;27,29340553;345,6489683;138,6850103;47,33008955
09/04/2020;22:30:36;-5,338384928;-25,82635227;-21,59536934;13,72266674;27,49503136;309,5192193;178,2951078;48,07860657
09/04/2020;22:30:39;-5,489826017;-25,71771982;-21,67375374;13,72055244;27,62739182;293,795516;276,439814;341,9754313
09/04/2020;22:30:42;-5,641241493;-25,6090276;-21,79778862;13,78421497;27,80861092;325,4264908;339,5663946;313,2798942
09/04/2020;22:30:45;-5,792630074;-25,5002705;-21,80732727;13,90800667;27,71408081;359,8977482;16,01634964;325,0222563
09/04/2020;22:30:49;-5,943991762;-25,39145193;-21,8091526;14,05901909;28,10655403;18,71924333;61,15872277;356,249109
09/04/2020;22:30:52;-6,095325702;-25,28256676;-21,93509483;13,98392963;28,35026932;8,38442006;109,7003035;31,70746958
09/04/2020;22:30:55;-6,246631041;-25,17361329;-21,87478638;13,94774151;28,38110542;337,0532452;146,959525;49,9728161
09/04/2020;22:30:58;-6,397906924;-25,06459152;-22,09802628;13,98511887;28,27904701;301,6814406;193,3079492;41,00056349
09/04/2020;22:31:01;-6,599561856;-24,91911703;-22,23089218;13,89679718;28,37891769;299,8428971;300,4698949;325,9426414
09/04/2020;22:31:04;-6,750766877;-24,80992621;-23,0457325;13,88431644;28,56045532;335,0926838;349,3004831;314,3548225
09/04/2020;22:31:07;-6,90193988;-24,70066026;-22,94839478;13,84054089;28,59672165;6,671297626;26,25989341;331,5142145
09/04/2020;22:31:11;-7,053081295;-24,59131747;-22,25411987;13,70431042;28,9334507;19,18742547;73,80962647;6,395045929
09/04/2020;22:31:14;-7,204188985;-24,48189783;-23,09342384;13,71885872;29,24871063;1,85149481;120,1219359;39,16354313
09/04/2020;22:31:17;-7,355263378;-24,37239453;-23,0486145;13,5699873;29,39508438;328,0897592;156,4065099;52,18458162
09/04/2020;22:31:20;-7,50630362;-24,26281098;-23,69138336;13,65029621;29,4402256;295,6070734;215,0455727;28,24808634
