Date/time,magx,magy,magz,lat,long,gpitch,groll,gyaw
2020-04-09 22:20:13.002978,25.600587197961634,-49.727759157978944,2.1145095825195312,3.2955081462860107,4.161133289337158,5.559029066884025,23.10106068817525,331.42043433327376
2020-04-09 22:20:16.130119,25.45977772557994,-49.5925419029802,4.932543754577637,8.298739433288574,9.894227027893066,19.607975588131083,70.85733184600691,5.7390374217992415
2020-04-09 22:20:19.259879,25.318823111678388,-49.45767298762913,6.519629955291748,11.44188404083252,13.588101387023926,3.76349485060591,117.75430544209573,38.85561771640897
2020-04-09 22:20:22.373632,25.17772164870968,-49.323148996831144,7.453022003173828,13.164448738098145,15.776704788208008,331.0489113160128,154.14500692479007,53.34994166352552
2020-04-09 22:20:25.501127,25.0364767517684,-49.188963100397075,7.959044456481934,14.361249923706055,17.70418357849121,297.2937544377838,207.94963450873442,34.88983571447574
2020-04-09 22:20:28.630635,24.895088420854552,-49.0551187134215,8.057486534118652,15.32168197631836,18.704713821411133,305.07774878953757,311.6859977926599,323.29445411732473
2020-04-09 22:20:31.762300,24.753558363515427,-48.92160900571526,8.193227767944336,16.00318717956543,19.26190757751465,340.89023377785526,354.88242356153364,318.49047813063675
2020-04-09 22:20:34.890368,24.611886579751022,-48.78843397727835,8.27563762664795,16.344173431396484,19.438310623168945,10.641295561775527,33.32606048890673,338.8575404525555
2020-04-09 22:20:38.020633,24.422774009559,-48.611381813613285,8.82636833190918,16.414974212646484,19.691987991333008,17.847910971099665,82.05978465093328,15.089822527640573
2020-04-09 22:20:41.154198,24.280779499356314,-48.478975181458004,8.461874008178711,16.375511169433594,20.01873207092285,356.5744005840501,125.84391319316713,44.838685844421725
2020-04-09 22:20:44.280758,24.138648385370225,-48.34689639838288,8.16077995300293,16.52194595336914,20.424354553222656,322.05309114133706,162.73224859841025,54.650884379643266
2020-04-09 22:20:47.391534,23.99638237514803,-48.21513521910416,8.158991813659668,16.488250732421875,19.811227798461914,293.0483274157573,232.75296104563716,17.769242559786754
2020-04-09 22:20:50.520390,23.853979761142433,-48.083698473811026,8.320577621459961,16.725868225097656,20.121868133544922,313.11426548019045,324.3708407041,318.41578318187345
2020-04-09 22:20:53.654305,23.711447373542608,-47.952575917219704,7.940384387969971,16.866411209106445,20.126859664916992,349.0606674262437,3.346136354815692,321.75720734649207
2020-04-09 22:20:56.781970,23.568780089706674,-47.82177096442479,7.696747303009033,16.662309646606445,20.092121124267578,15.393933285340806,44.08209895987024,346.7588885533075
2020-04-09 22:20:59.910613,23.425984739823804,-47.691276785237115,7.234531402587891,16.657787322998047,20.09358787536621,15.106080085412495,94.45120946581879,24.08113819255872
2020-04-09 22:21:03.043857,23.235388311034598,-47.51776607465669,7.340909957885742,16.722021102905273,20.18830108642578,349.05648649669797,135.5332468705039,49.11768324621882
2020-04-09 22:21:06.190691,23.092292432828245,-47.38799248042645,7.44077730178833,16.7646427154541,20.338512420654297,312.6990719409237,174.0085494086428,52.463704128148855
2020-04-09 22:21:09.321417,22.949068488574955,-47.25852282961427,7.326016426086426,16.658475875854492,20.325984954833984,292.97820186354875,265.9619759978319,352.77263959861926
2020-04-09 22:21:12.509888,22.80571989336931,-47.12935370712558,7.263733863830566,16.51617431640625,20.25576400756836,322.8462980851235,336.6949625424515,316.55489131231434
2020-04-09 22:21:15.645567,22.662246647211315,-47.00048511296036,6.860810279846191,16.27206039428711,20.37718963623047,357.7506451768212,13.233668248044479,326.91060215073963
2020-04-09 22:21:18.790481,22.51865045764826,-46.87191021692946,6.615622520446777,16.201425552368164,20.415481567382812,18.69693422078352,57.538565417319596,356.95030025846523
2020-04-09 22:21:21.926038,22.37493303222744,-46.74363243412745,6.528603553771973,16.359346389770508,20.39534568786621,10.067013256360855,106.82301797740803,33.181619063433885
2020-04-09 22:21:25.053228,22.18312082976597,-46.573048459606376,6.431588649749756,16.471193313598633,20.371973037719727,339.9230738687396,144.93206528168335,52.454411655783055
2020-04-09 22:21:28.181062,22.039121659041882,-46.445446865532205,6.441061496734619,16.65802001953125,20.295270919799805,304.4770473124133,188.6813839921833,46.27272845689551
2020-04-09 22:21:31.312135,21.895004667554616,-46.31813213940316,6.134660720825195,16.868818283081055,20.276704788208008,297.97717633594607,293.1608479521441,333.7980283059971
2020-04-09 22:21:34.441047,21.750769855304164,-46.19110086612468,5.91780424118042,16.876943588256836,20.899578094482422,332.55139925415926,346.0244178212885,316.7030995871144
2020-04-09 22:21:37.576576,21.606418929837822,-46.064353045696755,5.955438613891602,17.09716033935547,20.55988121032715,5.160800436855132,23.098478876668985,332.63417431671064
2020-04-09 22:21:40.701465,21.46195359870288,-45.937881847930214,5.784002304077148,17.077720642089844,20.274932861328125,19.362703495035923,70.70578360870267,6.201128747454576
2020-04-09 22:21:43.830530,21.317373861899345,-45.81168727282506,5.464819431304932,16.884803771972656,20.02838706970215,3.7795346960980383,118.31311053885115,39.39379222677637
2020-04-09 22:21:46.960972,21.1726814269745,-45.68576932038129,5.24923038482666,16.951541900634766,20.01137924194336,330.2319353139147,154.98516117383664,53.45803282223556
